WKT,Stratum,#,Municipality,Barangay,Barangay,Longitude,Latitude
POINT (120.5706922 18.1035464),1755,755,City of Batac,Colo,120.5706922,18.1035464,
POINT (120.5738223 18.1067901),1756,756,City of Batac,Colo,120.5738223,18.1067901,
POINT (120.5716496 18.1134659),1757,757,City of Batac,Colo,120.5716496,18.1134659,
POINT (120.5737111 18.1168173),1758,758,City of Batac,Colo,120.5737111,18.1168173,
POINT (120.5707279 18.11148),1759,759,City of Batac,Colo,120.5707279,18.11148,
POINT (120.5717277 18.1050569),1760,760,City of Batac,Colo,120.5717277,18.1050569,
POINT (120.570187 18.0964411),1761,761,City of Batac,Baoa West,120.570187,18.0964411,
POINT (120.5665875 18.0991109),1762,762,City of Batac,Baoa West,120.5665875,18.0991109,
POINT (120.5696581 18.0970105),1763,763,City of Batac,Baoa West,120.5696581,18.0970105,
POINT (120.5698632 18.0953463),1764,764,City of Batac,Baoa West,120.5698632,18.0953463,
POINT (120.5706816 18.0983257),1765,765,City of Batac,Baoa West,120.5706816,18.0983257,
POINT (120.570621 18.0992282),1766,766,City of Batac,Baoa West,120.570621,18.0992282,
POINT (120.5574294 18.114529),1767,767,City of Batac,Sumader,120.5574294,18.114529,
POINT (120.57331523 18.11761743),1768,768,City of Batac,Sumader,120.5733152,18.11761743,
POINT (120.5587561 18.1133845),1769,769,City of Batac,Sumader,120.5587561,18.1133845,
POINT (120.5597897 18.112338),1770,770,City of Batac,Sumader,120.5597897,18.112338,
POINT (120.5652259 18.1101527),1771,771,City of Batac,Sumader,120.5652259,18.1101527,
POINT (120.5561487 18.1150466),1772,772,City of Batac,Sumader,120.5561487,18.1150466,
POINT (120.5531414 18.0263278),1773,773,City of Batac,Parangopong,120.5531414,18.0263278,
POINT (120.5565356 18.0286975),1774,774,City of Batac,Parangopong,120.5565356,18.0286975,
POINT (120.5559352 18.027262),1775,775,City of Batac,Parangopong,120.5559352,18.027262,
POINT (120.5607452 18.037082),1776,776,City of Batac,Parangopong,120.5607452,18.037082,
POINT (120.5591055 18.0336872),1777,777,City of Batac,Parangopong,120.5591055,18.0336872,
POINT (120.563832 18.076653),1778,778,City of Batac,Suabit,120.563832,18.076653,
POINT (120.5617437 18.0697348),1779,779,City of Batac,Suabit,120.5617437,18.0697348,
POINT (120.563182 18.0776065),1780,780,City of Batac,Suabit,120.563182,18.0776065,
POINT (120.5601951 18.0716676),1781,781,City of Batac,Suabit,120.5601951,18.0716676,
POINT (120.5633061 18.0741071),1782,782,City of Batac,Suabit,120.5633061,18.0741071,
POINT (120.58749272 18.04036927),1783,783,City of Batac,Pimentel,120.5874927,18.04036927,
POINT (120.59066581 18.03928835),1784,784,City of Batac,Pimentel,120.5906658,18.03928835,
POINT (120.58823477 18.04039833),1785,785,City of Batac,Pimentel,120.5882348,18.04039833,
POINT (120.59898698 18.03774193),1786,786,City of Batac,Pimentel,120.598987,18.03774193,
POINT (120.58709888 18.04149569),1787,787,City of Batac,Pimentel,120.5870989,18.04149569,
POINT (120.5646601 18.0762039),1788,788,City of Batac,Mabaleng,120.5646601,18.0762039,
POINT (120.5634634 18.0799343),1789,789,City of Batac,Mabaleng,120.5634634,18.0799343,
POINT (120.563549 18.0736817),1790,790,City of Batac,Mabaleng,120.563549,18.0736817,
POINT (120.565957 18.0846003),1791,791,City of Batac,Mabaleng,120.565957,18.0846003,
POINT (120.56697043 18.08661006),1792,792,City of Batac,Mabaleng,120.5669704,18.08661006,
POINT (120.5935225 18.0748047),1793,793,City of Batac,San Mateo,120.5935225,18.0748047,
POINT (120.5957719 18.0724816),1794,794,City of Batac,San Mateo,120.5957719,18.0724816,
POINT (120.5995005 18.0759839),1795,795,City of Batac,San Mateo,120.5995005,18.0759839,
POINT (120.5964232 18.0742231),1796,796,City of Batac,San Mateo,120.5964232,18.0742231,
POINT (120.5905277 18.0723697),1797,797,City of Batac,San Mateo,120.5905277,18.0723697,
POINT (120.5736951 18.0335448),1798,798,City of Batac,Caunayan,120.5736951,18.0335448,
POINT (120.59570415 18.02193851),1799,799,City of Batac,Caunayan,120.5957042,18.02193851,
POINT (120.5738156 18.0310636),1800,800,City of Batac,Caunayan,120.5738156,18.0310636,
POINT (120.5740937 18.0335294),1801,801,City of Batac,Caunayan,120.5740937,18.0335294,
POINT (120.5750839 18.0308481),1802,802,City of Batac,Caunayan,120.5750839,18.0308481,
POINT (120.6061692 18.07206838),1803,803,City of Batac,Nagbacalan,120.6061692,18.07206838,
POINT (120.605184 18.0722309),1804,804,City of Batac,Nagbacalan,120.605184,18.0722309,
POINT (120.6045476 18.0705328),1805,805,City of Batac,Nagbacalan,120.6045476,18.0705328,
POINT (120.6025819 18.0697622),1806,806,City of Batac,Nagbacalan,120.6025819,18.0697622,
POINT (120.6022979 18.0685),1807,807,City of Batac,Nagbacalan,120.6022979,18.0685,
POINT (120.5703162 18.0417227),1808,808,City of Batac,Rayuray,120.5703162,18.0417227,
POINT (120.5725954 18.0383069),1809,809,City of Batac,Rayuray,120.5725954,18.0383069,
POINT (120.5729287 18.0484043),1810,810,City of Batac,Rayuray,120.5729287,18.0484043,
POINT (120.5741115 18.0509603),1811,811,City of Batac,Rayuray,120.5741115,18.0509603,
POINT (120.5711803 18.0445973),1812,812,City of Batac,Rayuray,120.5711803,18.0445973,
POINT (120.5542891 18.0593335),1813,813,City of Batac,Aglipay,120.5542891,18.0593335,
POINT (120.5579144 18.0637863),1814,814,City of Batac,Aglipay,120.5579144,18.0637863,
POINT (120.555332 18.061281),1815,815,City of Batac,Aglipay,120.555332,18.061281,
POINT (120.5536048 18.0611406),1816,816,City of Batac,Aglipay,120.5536048,18.0611406,
POINT (120.5533283 18.0622995),1817,817,City of Batac,Aglipay,120.5533283,18.0622995,
POINT (120.5769872 18.0547482),1818,818,City of Batac,Acosta Pob.,120.5769872,18.0547482,
POINT (120.5834041 18.0521703),1819,819,City of Batac,Acosta Pob.,120.5834041,18.0521703,
POINT (120.5858068 18.0503606),1820,820,City of Batac,Acosta Pob.,120.5858068,18.0503606,
POINT (120.5724797 18.0558776),1821,821,City of Batac,Acosta Pob.,120.5724797,18.0558776,
POINT (120.5781672 18.0543858),1822,822,City of Batac,Acosta Pob.,120.5781672,18.0543858,
POINT (120.5823275 18.0563163),1823,823,City of Batac,San Pedro,120.5823275,18.0563163,
POINT (120.5860038 18.0553498),1824,824,City of Batac,San Pedro,120.5860038,18.0553498,
POINT (120.5848523 18.0567666),1825,825,City of Batac,San Pedro,120.5848523,18.0567666,
POINT (120.5861145 18.0561751),1826,826,City of Batac,San Pedro,120.5861145,18.0561751,
POINT (120.5796305 18.0721123),1827,827,City of Batac,Quiom,120.5796305,18.0721123,
POINT (120.5826121 18.0725229),1828,828,City of Batac,Quiom,120.5826121,18.0725229,
POINT (120.5796929 18.0694944),1829,829,City of Batac,Quiom,120.5796929,18.0694944,
POINT (120.5808867 18.0717238),1830,830,City of Batac,Quiom,120.5808867,18.0717238,
POINT (120.58999098 18.04714959),1831,831,City of Batac,Callaguip,120.589991,18.04714959,
POINT (120.59035357 18.04712091),1832,832,City of Batac,Callaguip,120.5903536,18.04712091,
POINT (120.58983632 18.04733947),1833,833,City of Batac,Callaguip,120.5898363,18.04733947,
POINT (120.59046645 18.04691719),1834,834,City of Batac,Callaguip,120.5904665,18.04691719,
POINT (120.5567542 18.0559273),1835,835,City of Batac,Palpalicong,120.5567542,18.0559273,
POINT (120.5569812 18.0563943),1836,836,City of Batac,Palpalicong,120.5569812,18.0563943,
POINT (120.56130979 18.05574826),1837,837,City of Batac,Palpalicong,120.5613098,18.05574826,
POINT (120.5564413 18.0559439),1838,838,City of Batac,Palpalicong,120.5564413,18.0559439,
POINT (120.5673954 18.0537199),1839,839,City of Batac,Valdez Pob.,120.5673954,18.0537199,
POINT (120.5671356 18.0550064),1840,840,City of Batac,Valdez Pob.,120.5671356,18.0550064,
POINT (120.5677378 18.0516153),1841,841,City of Batac,Valdez Pob.,120.5677378,18.0516153,
POINT (120.5677359 18.0526731),1842,842,City of Batac,Valdez Pob.,120.5677359,18.0526731,
POINT (120.5653391 18.0492564),1843,843,City of Batac,Ricarte Pob.,120.5653391,18.0492564,
POINT (120.5632431 18.0444486),1844,844,City of Batac,Ricarte Pob.,120.5632431,18.0444486,
POINT (120.5639575 18.0462961),1845,845,City of Batac,Ricarte Pob.,120.5639575,18.0462961,
POINT (120.5618586 18.0665963),1846,846,City of Batac,Baoa East,120.5618586,18.0665963,
POINT (120.5637199 18.0628914),1847,847,City of Batac,Baoa East,120.5637199,18.0628914,
POINT (120.5637521 18.0617344),1848,848,City of Batac,Baoa East,120.5637521,18.0617344,
POINT (120.566613 18.0556088),1849,849,City of Batac,Ablan Pob.,120.566613,18.0556088,
POINT (120.5666099 18.057517),1850,850,City of Batac,Ablan Pob.,120.5666099,18.057517,
POINT (120.5659113 18.0604306),1851,851,City of Batac,Ablan Pob.,120.5659113,18.0604306,
POINT (120.561297 18.0671054),1852,852,City of Batac,Capacuan,120.561297,18.0671054,
POINT (120.56258 18.0592787),1853,853,City of Batac,Capacuan,120.56258,18.0592787,
POINT (120.5614678 18.061665),1854,854,City of Batac,Capacuan,120.5614678,18.061665,
POINT (120.5611143 18.0533877),1855,855,City of Batac,Cangrunaan,120.5611143,18.0533877,
POINT (120.5615159 18.051565),1856,856,City of Batac,Cangrunaan,120.5615159,18.051565,
POINT (120.5626865 18.0509371),1857,857,City of Batac,Cangrunaan,120.5626865,18.0509371,
POINT (120.5591204 18.0553252),1858,858,City of Batac,Ben-agan,120.5591204,18.0553252,
POINT (120.55958602 18.05512139),1859,859,City of Batac,Ben-agan,120.559586,18.05512139,
POINT (120.55926132 18.05284345),1860,860,City of Batac,Ben-agan,120.5592613,18.05284345,
POINT (120.5654513 18.0505018),1861,861,City of Batac,Barani,120.5654513,18.0505018,
POINT (120.5667479 18.0498616),1862,862,City of Batac,Barani,120.5667479,18.0498616,
POINT (120.5655624 18.0514859),1863,863,City of Batac,Barani,120.5655624,18.0514859,
POINT (120.5636503 18.0486067),1864,864,City of Batac,Camguidan,120.5636503,18.0486067,
POINT (120.5639586 18.0477623),1865,865,City of Batac,Camguidan,120.5639586,18.0477623,
POINT (120.5613549 18.05881229),1866,866,City of Batac,Biningan,120.5613549,18.05881229,
POINT (120.560523 18.05903047),1867,867,City of Batac,Biningan,120.560523,18.05903047,
POINT (120.5620892 18.0546383),1868,868,City of Batac,San Julian,120.5620892,18.0546383,
POINT (120.5623139 18.0549768),1869,869,City of Batac,San Julian,120.5623139,18.0549768,
POINT (120.5649066 18.0613349),1870,870,City of Batac,Maipalig,120.5649066,18.0613349,
POINT (120.5644364 18.060326),1871,871,City of Batac,Maipalig,120.5644364,18.060326,
POINT (120.5641466 18.0581508),1872,872,City of Batac,Lacub,120.5641466,18.0581508,
POINT (120.5646373 18.0587269),1873,873,City of Batac,Lacub,120.5646373,18.0587269,
POINT (120.5214886 18.1106635),1874,874,Paoay,Nagbacalan,120.5214886,18.1106635,
POINT (120.5176298 18.1234325),1875,875,Paoay,Nagbacalan,120.5176298,18.1234325,
POINT (120.5196813 18.1082168),1876,876,Paoay,Nagbacalan,120.5196813,18.1082168,
POINT (120.5201209 18.1247295),1877,877,Paoay,Nagbacalan,120.5201209,18.1247295,
POINT (120.5230181 18.1147099),1878,878,Paoay,Nagbacalan,120.5230181,18.1147099,
POINT (120.5242325 18.1127508),1879,879,Paoay,Nagbacalan,120.5242325,18.1127508,
POINT (120.5175113 18.1227459),1880,880,Paoay,Nagbacalan,120.5175113,18.1227459,
POINT (120.5225724 18.1127667),1881,881,Paoay,Nagbacalan,120.5225724,18.1127667,
POINT (120.5188629 18.1245571),1882,882,Paoay,Nagbacalan,120.5188629,18.1245571,
POINT (120.5240716 18.1151286),1883,883,Paoay,Nagbacalan,120.5240716,18.1151286,
POINT (120.5213562 18.1146221),1884,884,Paoay,Nagbacalan,120.5213562,18.1146221,
POINT (120.5256533 18.1126872),1885,885,Paoay,Nagbacalan,120.5256533,18.1126872,
POINT (120.5183497 18.1190371),1886,886,Paoay,Nagbacalan,120.5183497,18.1190371,
POINT (120.5241998 18.1164095),1887,887,Paoay,Nagbacalan,120.5241998,18.1164095,
POINT (120.5001645 18.0941751),1888,888,Paoay,Callaguip,120.5001645,18.0941751,
POINT (120.500197 18.0969924),1889,889,Paoay,Callaguip,120.500197,18.0969924,
POINT (120.5000886 18.0919149),1890,890,Paoay,Callaguip,120.5000886,18.0919149,
POINT (120.4986272 18.09109),1891,891,Paoay,Callaguip,120.4986272,18.09109,
POINT (120.5000334 18.0944786),1892,892,Paoay,Callaguip,120.5000334,18.0944786,
POINT (120.5048311 18.0849418),1893,893,Paoay,Callaguip,120.5048311,18.0849418,
POINT (120.4975196 18.0899696),1894,894,Paoay,Callaguip,120.4975196,18.0899696,
POINT (120.4993028 18.0906359),1895,895,Paoay,Callaguip,120.4993028,18.0906359,
POINT (120.5057623 18.0835789),1896,896,Paoay,Callaguip,120.5057623,18.0835789,
POINT (120.5164465 18.0827713),1897,897,Paoay,Suba,120.5164465,18.0827713,
POINT (120.5221986 18.0783634),1898,898,Paoay,Suba,120.5221986,18.0783634,
POINT (120.5251006 18.0743268),1899,899,Paoay,Suba,120.5251006,18.0743268,
POINT (120.5175414 18.0818903),1900,900,Paoay,Suba,120.5175414,18.0818903,
POINT (120.522293 18.0720107),1901,901,Paoay,Suba,120.522293,18.0720107,
POINT (120.523812 18.076536),1902,902,Paoay,Suba,120.523812,18.076536,
POINT (120.522865 18.0775287),1903,903,Paoay,Suba,120.522865,18.0775287,
POINT (120.5119848 18.1011431),1904,904,Paoay,Nalasin,120.5119848,18.1011431,
POINT (120.5081225 18.1031727),1905,905,Paoay,Nalasin,120.5081225,18.1031727,
POINT (120.506772 18.1028994),1906,906,Paoay,Nalasin,120.506772,18.1028994,
POINT (120.5073795 18.1019111),1907,907,Paoay,Nalasin,120.5073795,18.1019111,
POINT (120.5132925 18.0998612),1908,908,Paoay,Nalasin,120.5132925,18.0998612,
POINT (120.5084832 18.1017531),1909,909,Paoay,Nalasin,120.5084832,18.1017531,
POINT (120.5042012 18.0603724),1910,910,Paoay,Sungadan,120.5042012,18.0603724,
POINT (120.5180264 18.0614116),1911,911,Paoay,Sungadan,120.5180264,18.0614116,
POINT (120.4961315 18.0624887),1912,912,Paoay,Sungadan,120.4961315,18.0624887,
POINT (120.4985759 18.0597938),1913,913,Paoay,Sungadan,120.4985759,18.0597938,
POINT (120.5168168 18.0617983),1914,914,Paoay,Sungadan,120.5168168,18.0617983,
POINT (120.5219837 18.13473),1915,915,Paoay,Paratong,120.5219837,18.13473,
POINT (120.5213951 18.1323747),1916,916,Paoay,Paratong,120.5213951,18.1323747,
POINT (120.5437657 18.1331933),1917,917,Paoay,Paratong,120.5437657,18.1331933,
POINT (120.5215222 18.1339509),1918,918,Paoay,Paratong,120.5215222,18.1339509,
POINT (120.5441496 18.1340923),1919,919,Paoay,Paratong,120.5441496,18.1340923,
POINT (120.5362314 18.0962739),1920,920,Paoay,San Roque,120.5362314,18.0962739,
POINT (120.5331999 18.0993321),1921,921,Paoay,San Roque,120.5331999,18.0993321,
POINT (120.5337754 18.1004702),1922,922,Paoay,San Roque,120.5337754,18.1004702,
POINT (120.5306852 18.1072281),1923,923,Paoay,San Roque,120.5306852,18.1072281,
POINT (120.5317399 18.1035183),1924,924,Paoay,San Roque,120.5317399,18.1035183,
POINT (120.51360223 18.03495667),1925,925,Paoay,Pasil,120.5136022,18.03495667,
POINT (120.51401408 18.0328482),1926,926,Paoay,Pasil,120.5140141,18.0328482,
POINT (120.52230037 18.02141258),1927,927,Paoay,Pasil,120.5223004,18.02141258,
POINT (120.51325457 18.02586837),1928,928,Paoay,Pasil,120.5132546,18.02586837,
POINT (120.51453333 18.03351502),1929,929,Paoay,Pasil,120.5145333,18.03351502,
POINT (120.5541016 18.1297237),1930,930,Paoay,San Agustin,120.5541016,18.1297237,
POINT (120.5548772 18.1302242),1931,931,Paoay,San Agustin,120.5548772,18.1302242,
POINT (120.5574019 18.1319022),1932,932,Paoay,San Agustin,120.5574019,18.1319022,
POINT (120.5570883 18.1216596),1933,933,Paoay,San Agustin,120.5570883,18.1216596,
POINT (120.52197301 18.05727637),1934,934,Paoay,Mumulaan,120.521973,18.05727637,
POINT (120.52216063 18.05665149),1935,935,Paoay,Mumulaan,120.5221606,18.05665149,
POINT (120.5214221 18.0547213),1936,936,Paoay,Mumulaan,120.5214221,18.0547213,
POINT (120.5216922 18.055524),1937,937,Paoay,Mumulaan,120.5216922,18.055524,
POINT (120.50180056 18.07180977),1938,938,Paoay,Santa Rita,120.5018006,18.07180977,
POINT (120.50411053 18.07622596),1939,939,Paoay,Santa Rita,120.5041105,18.07622596,
POINT (120.4985824 18.07758736),1940,940,Paoay,Santa Rita,120.4985824,18.07758736,
POINT (120.50346606 18.0769439),1941,941,Paoay,Santa Rita,120.5034661,18.0769439,
POINT (120.4848254 18.0773579),1942,942,Paoay,Surgui,120.4848254,18.0773579,
POINT (120.4855163 18.0782515),1943,943,Paoay,Surgui,120.4855163,18.0782515,
POINT (120.4853848 18.0758384),1944,944,Paoay,Surgui,120.4853848,18.0758384,
POINT (120.5239884 18.044996),1945,945,Paoay,Oaig-Upay-Abulao,120.5239884,18.044996,
POINT (120.5241855 18.0456888),1946,946,Paoay,Oaig-Upay-Abulao,120.5241855,18.0456888,
POINT (120.5254616 18.0462049),1947,947,Paoay,Oaig-Upay-Abulao,120.5254616,18.0462049,
POINT (120.51790267 18.05226226),1948,948,Paoay,Monte,120.5179027,18.05226226,
POINT (120.5178388 18.05702561),1949,949,Paoay,Monte,120.5178388,18.05702561,
POINT (120.51825249 18.05334942),1950,950,Paoay,Monte,120.5182525,18.05334942,
POINT (120.53104832 18.07320234),1951,951,Paoay,Salbang,120.5310483,18.07320234,
POINT (120.53045475 18.07608478),1952,952,Paoay,Salbang,120.5304548,18.07608478,
POINT (120.53114177 18.08431547),1953,953,Paoay,Salbang,120.5311418,18.08431547,
POINT (120.5404026 18.1015417),1954,954,Paoay,Bacsil,120.5404026,18.1015417,
POINT (120.5441206 18.0987513),1955,955,Paoay,Bacsil,120.5441206,18.0987513,
POINT (120.5429302 18.1002606),1956,956,Paoay,Bacsil,120.5429302,18.1002606,
POINT (120.5160632 18.0649941),1957,957,Paoay,Masintoc,120.5160632,18.0649941,
POINT (120.5175773 18.0644336),1958,958,Paoay,Masintoc,120.5175773,18.0644336,
POINT (120.5169351 18.064694),1959,959,Paoay,Masintoc,120.5169351,18.064694,
POINT (120.53563291 18.0724233),1960,960,Paoay,Nanguyudan,120.5356329,18.0724233,
POINT (120.53706408 18.07558029),1961,961,Paoay,Nanguyudan,120.5370641,18.07558029,
POINT (120.5270157 18.0640679),1962,962,Paoay,Nanguyudan,120.5270157,18.0640679,
POINT (120.52695753 18.06109094),1963,963,Paoay,San Pedro,120.5269575,18.06109094,
POINT (120.53046762 18.06557705),1964,964,Paoay,San Pedro,120.5304676,18.06557705,
POINT (120.53708757 18.0702653),1965,965,Paoay,San Pedro,120.5370876,18.0702653,
POINT (120.4862956 18.0729511),1966,966,Paoay,Cayubog,120.4862956,18.0729511,
POINT (120.485921 18.0742574),1967,967,Paoay,Cayubog,120.485921,18.0742574,
POINT (120.4866769 18.0710561),1968,968,Paoay,Cayubog,120.4866769,18.0710561,
POINT (120.52351398 18.05904028),1969,969,Paoay,Sideg,120.523514,18.05904028,
POINT (120.5241364 18.0585211),1970,970,Paoay,Sideg,120.5241364,18.0585211,
POINT (120.51878154 18.04899618),1971,971,Paoay,Cabagoan,120.5187815,18.04899618,
POINT (120.52044748 18.06025262),1972,972,Paoay,Cabagoan,120.5204475,18.06025262,
POINT (120.52364563 18.06107049),1973,973,Paoay,Dolores,120.5236456,18.06107049,
POINT (120.52319164 18.06091356),1974,974,Paoay,Dolores,120.5231916,18.06091356,
POINT (120.51651427 18.06306862),1975,975,Paoay,Sangladan Pob.,120.5165143,18.06306862,
POINT (120.51554838 18.06379663),1976,976,Paoay,Sangladan Pob.,120.5155484,18.06379663,
POINT (120.5236612 18.0602732),1977,977,Paoay,Cabangaran,120.5236612,18.0602732,
POINT (120.5255845 18.0595284),1978,978,Paoay,Cabangaran,120.5255845,18.0595284,
POINT (120.5176129 18.0623517),1979,979,Paoay,Laoa,120.5176129,18.0623517,
POINT (120.5192845 18.0618447),1980,980,Paoay,Laoa,120.5192845,18.0618447,
POINT (120.5238278 18.063287),1981,981,Paoay,Veronica,120.5238278,18.063287,
POINT (120.5217116 18.0630129),1982,982,Paoay,Pannaratan,120.5217116,18.0630129,
POINT (120.5179207 18.0638349),1983,983,Paoay,San Blas,120.5179207,18.0638349,
POINT (120.51880711 18.05603821),1984,984,Paoay,San Juan,120.5188071,18.05603821,
POINT (120.51837283 18.05910401),1985,985,Paoay,Pambaran,120.5183728,18.05910401,
POINT (120.6593654 18.1739448),1986,986,Sarrat,San Nicolas,120.6593654,18.1739448,
POINT (120.6574978 18.1807837),1987,987,Sarrat,San Nicolas,120.6574978,18.1807837,
POINT (120.6558313 18.1756233),1988,988,Sarrat,San Nicolas,120.6558313,18.1756233,
POINT (120.6577738 18.1737994),1989,989,Sarrat,San Nicolas,120.6577738,18.1737994,
POINT (120.6607277 18.1742971),1990,990,Sarrat,San Nicolas,120.6607277,18.1742971,
POINT (120.6579919 18.1826309),1991,991,Sarrat,San Nicolas,120.6579919,18.1826309,
POINT (120.6564127 18.1748767),1992,992,Sarrat,San Nicolas,120.6564127,18.1748767,
POINT (120.6597078 18.1732645),1993,993,Sarrat,San Nicolas,120.6597078,18.1732645,
POINT (120.6546339 18.1327109),1994,994,Sarrat,San Cristobal,120.6546339,18.1327109,
POINT (120.6536356 18.1313317),1995,995,Sarrat,San Cristobal,120.6536356,18.1313317,
POINT (120.6523601 18.1324321),1996,996,Sarrat,San Cristobal,120.6523601,18.1324321,
POINT (120.6517509 18.1306364),1997,997,Sarrat,San Cristobal,120.6517509,18.1306364,
POINT (120.6529644 18.1330504),1998,998,Sarrat,San Cristobal,120.6529644,18.1330504,
POINT (120.6504016 18.1331524),1999,999,Sarrat,San Cristobal,120.6504016,18.1331524,
POINT (120.6561074 18.1308623),2000,1000,Sarrat,San Cristobal,120.6561074,18.1308623,
POINT (120.6231867 18.1164864),2001,1001,Sarrat,San Jose,120.6231867,18.1164864,
POINT (120.6276689 18.1235794),2002,1002,Sarrat,San Jose,120.6276689,18.1235794,
POINT (120.6232539 18.1173921),2003,1003,Sarrat,San Jose,120.6232539,18.1173921,
POINT (120.6278064 18.1223855),2004,1004,Sarrat,San Jose,120.6278064,18.1223855,
POINT (120.6244945 18.114314),2005,1005,Sarrat,San Jose,120.6244945,18.114314,
POINT (120.6223108 18.1073038),2006,1006,Sarrat,San Jose,120.6223108,18.1073038,
POINT (120.6239175 18.1103167),2007,1007,Sarrat,San Jose,120.6239175,18.1103167,
POINT (120.652106 18.119417),2008,1008,Sarrat,San Andres,120.652106,18.119417,
POINT (120.649076 18.1187191),2009,1009,Sarrat,San Andres,120.649076,18.1187191,
POINT (120.6501964 18.1189281),2010,1010,Sarrat,San Andres,120.6501964,18.1189281,
POINT (120.6471908 18.1184135),2011,1011,Sarrat,San Andres,120.6471908,18.1184135,
POINT (120.646006 18.1180475),2012,1012,Sarrat,San Andres,120.646006,18.1180475,
POINT (120.6528037 18.1199964),2013,1013,Sarrat,San Andres,120.6528037,18.1199964,
POINT (120.652914 18.1195394),2014,1014,Sarrat,San Andres,120.652914,18.1195394,
POINT (120.6613598 18.1391009),2015,1015,Sarrat,San Joaquin,120.6613598,18.1391009,
POINT (120.6614398 18.1412686),2016,1016,Sarrat,San Joaquin,120.6614398,18.1412686,
POINT (120.6617861 18.1443904),2017,1017,Sarrat,San Joaquin,120.6617861,18.1443904,
POINT (120.6613862 18.1385531),2018,1018,Sarrat,San Joaquin,120.6613862,18.1385531,
POINT (120.6627461 18.1512761),2019,1019,Sarrat,San Joaquin,120.6627461,18.1512761,
POINT (120.6626252 18.1485652),2020,1020,Sarrat,San Joaquin,120.6626252,18.1485652,
POINT (120.6309502 18.0830832),2021,1021,Sarrat,San Marcos,120.6309502,18.0830832,
POINT (120.6284437 18.0843027),2022,1022,Sarrat,San Marcos,120.6284437,18.0843027,
POINT (120.6321077 18.0774767),2023,1023,Sarrat,San Marcos,120.6321077,18.0774767,
POINT (120.6323723 18.0765682),2024,1024,Sarrat,San Marcos,120.6323723,18.0765682,
POINT (120.6326804 18.0816622),2025,1025,Sarrat,San Marcos,120.6326804,18.0816622,
POINT (120.6269044 18.0850352),2026,1026,Sarrat,San Marcos,120.6269044,18.0850352,
POINT (120.6354229 18.1058014),2027,1027,Sarrat,San Leandro,120.6354229,18.1058014,
POINT (120.6338097 18.0937964),2028,1028,Sarrat,San Leandro,120.6338097,18.0937964,
POINT (120.6337921 18.094873),2029,1029,Sarrat,San Leandro,120.6337921,18.094873,
POINT (120.6342307 18.100337),2030,1030,Sarrat,San Leandro,120.6342307,18.100337,
POINT (120.6346176 18.1004614),2031,1031,Sarrat,San Leandro,120.6346176,18.1004614,
POINT (120.6350285 18.1044045),2032,1032,Sarrat,San Leandro,120.6350285,18.1044045,
POINT (120.6786154 18.153443),2033,1033,Sarrat,San Antonio,120.6786154,18.153443,
POINT (120.6812982 18.1504555),2034,1034,Sarrat,San Antonio,120.6812982,18.1504555,
POINT (120.6812239 18.1493428),2035,1035,Sarrat,San Antonio,120.6812239,18.1493428,
POINT (120.6802554 18.1480892),2036,1036,Sarrat,San Antonio,120.6802554,18.1480892,
POINT (120.6794567 18.1518279),2037,1037,Sarrat,San Antonio,120.6794567,18.1518279,
POINT (120.6535223 18.1737463),2038,1038,Sarrat,San Felipe,120.6535223,18.1737463,
POINT (120.6550163 18.176532),2039,1039,Sarrat,San Felipe,120.6550163,18.176532,
POINT (120.6517154 18.1695912),2040,1040,Sarrat,San Felipe,120.6517154,18.1695912,
POINT (120.6524358 18.1713501),2041,1041,Sarrat,San Felipe,120.6524358,18.1713501,
POINT (120.6539913 18.174607),2042,1042,Sarrat,San Felipe,120.6539913,18.174607,
POINT (120.63144265 18.1587611),2043,1043,Sarrat,San Isidro,120.6314427,18.1587611,
POINT (120.63168834 18.1586481),2044,1044,Sarrat,San Isidro,120.6316883,18.1586481,
POINT (120.6363361 18.15440549),2045,1045,Sarrat,San Isidro,120.6363361,18.15440549,
POINT (120.63052596 18.15899073),2046,1046,Sarrat,San Isidro,120.630526,18.15899073,
POINT (120.63342222 18.15645396),2047,1047,Sarrat,San Isidro,120.6334222,18.15645396,
POINT (120.6336448 18.138011),2048,1048,Sarrat,Santa Rosa,120.6336448,18.138011,
POINT (120.6370679 18.1420225),2049,1049,Sarrat,Santa Rosa,120.6370679,18.1420225,
POINT (120.6351249 18.1398469),2050,1050,Sarrat,Santa Rosa,120.6351249,18.1398469,
POINT (120.6331068 18.1373382),2051,1051,Sarrat,Santa Rosa,120.6331068,18.1373382,
POINT (120.63012596 18.11490663),2052,1052,Sarrat,San Francisco,120.630126,18.11490663,
POINT (120.6390278 18.1151806),2053,1053,Sarrat,San Francisco,120.6390278,18.1151806,
POINT (120.6407343 18.1166372),2054,1054,Sarrat,San Francisco,120.6407343,18.1166372,
POINT (120.638811 18.1138032),2055,1055,Sarrat,San Francisco,120.638811,18.1138032,
POINT (120.6207839 18.1035332),2056,1056,Sarrat,San Pedro,120.6207839,18.1035332,
POINT (120.62676633 18.10481774),2057,1057,Sarrat,San Pedro,120.6267663,18.10481774,
POINT (120.62736303 18.10464875),2058,1058,Sarrat,San Pedro,120.627363,18.10464875,
POINT (120.6211725 18.1049048),2059,1059,Sarrat,San Pedro,120.6211725,18.1049048,
