WKT,Point #,Municipality,Barangay,Longitude,Latitude
POINT (120.322417 16.6341469),295,City of San Fernando (Capital),San Francisco,120.322417,16.6341469
POINT (120.3315871 16.6364126),296,City of San Fernando (Capital),San Francisco,120.3315871,16.6364126
POINT (120.3294439 16.6337404),297,City of San Fernando (Capital),San Francisco,120.3294439,16.6337404
POINT (120.3348748 16.6300031),298,City of San Fernando (Capital),San Francisco,120.3348748,16.6300031
POINT (120.3238435 16.6341042),299,City of San Fernando (Capital),San Francisco,120.3238435,16.6341042
POINT (120.3279066 16.6303881),300,City of San Fernando (Capital),San Francisco,120.3279066,16.6303881
POINT (120.3297553 16.634391),301,City of San Fernando (Capital),San Francisco,120.3297553,16.634391
POINT (120.3231744 16.6372292),302,City of San Fernando (Capital),San Francisco,120.3231744,16.6372292
POINT (120.3317047 16.6300195),303,City of San Fernando (Capital),San Francisco,120.3317047,16.6300195
POINT (120.3905838 16.5938624),304,City of San Fernando (Capital),Parian,120.3905838,16.5938624
POINT (120.3831957 16.5918637),305,City of San Fernando (Capital),Parian,120.3831957,16.5918637
POINT (120.3907119 16.5931403),306,City of San Fernando (Capital),Parian,120.3907119,16.5931403
POINT (120.3908534 16.5882283),307,City of San Fernando (Capital),Parian,120.3908534,16.5882283
POINT (120.382913 16.5913943),308,City of San Fernando (Capital),Parian,120.382913,16.5913943
POINT (120.3857584 16.5963552),309,City of San Fernando (Capital),Parian,120.3857584,16.5963552
POINT (120.3914423 16.5922369),310,City of San Fernando (Capital),Parian,120.3914423,16.5922369
POINT (120.3855256 16.5952704),311,City of San Fernando (Capital),Parian,120.3855256,16.5952704
POINT (120.3841436 16.5947328),312,City of San Fernando (Capital),Parian,120.3841436,16.5947328
POINT (120.3939777 16.5953696),313,City of San Fernando (Capital),Parian,120.3939777,16.5953696
POINT (120.3849425 16.5934156),314,City of San Fernando (Capital),Parian,120.3849425,16.5934156
POINT (120.3824907 16.5875502),315,City of San Fernando (Capital),Parian,120.3824907,16.5875502
POINT (120.3861738 16.59615),316,City of San Fernando (Capital),Parian,120.3861738,16.59615
POINT (120.3841852 16.5881481),317,City of San Fernando (Capital),Parian,120.3841852,16.5881481
POINT (120.3860301 16.5948102),318,City of San Fernando (Capital),Parian,120.3860301,16.5948102
POINT (120.3861591 16.5940103),319,City of San Fernando (Capital),Parian,120.3861591,16.5940103
POINT (120.3837766 16.5883478),320,City of San Fernando (Capital),Parian,120.3837766,16.5883478
POINT (120.3831092 16.5943852),321,City of San Fernando (Capital),Parian,120.3831092,16.5943852
POINT (120.3835306 16.5879195),322,City of San Fernando (Capital),Parian,120.3835306,16.5879195
POINT (120.3852934 16.6323393),323,City of San Fernando (Capital),Pagdalagan,120.3852934,16.6323393
POINT (120.381891 16.6275034),324,City of San Fernando (Capital),Pagdalagan,120.381891,16.6275034
POINT (120.3832141 16.6300079),325,City of San Fernando (Capital),Pagdalagan,120.3832141,16.6300079
POINT (120.3840347 16.6314301),326,City of San Fernando (Capital),Pagdalagan,120.3840347,16.6314301
POINT (120.3829234 16.6282086),327,City of San Fernando (Capital),Pagdalagan,120.3829234,16.6282086
POINT (120.39112324 16.62818899),328,City of San Fernando (Capital),Pagdalagan,120.3911232,16.62818899
POINT (120.3839878 16.6302233),329,City of San Fernando (Capital),Pagdalagan,120.3839878,16.6302233
POINT (120.3780449 16.6247846),330,City of San Fernando (Capital),Pagdalagan,120.3780449,16.6247846
POINT (120.3877788 16.6331476),331,City of San Fernando (Capital),Pagdalagan,120.3877788,16.6331476
POINT (120.3798661 16.6261325),332,City of San Fernando (Capital),Pagdalagan,120.3798661,16.6261325
POINT (120.3827964 16.6276006),333,City of San Fernando (Capital),Pagdalagan,120.3827964,16.6276006
POINT (120.3809625 16.6263746),334,City of San Fernando (Capital),Pagdalagan,120.3809625,16.6263746
POINT (120.3830785 16.6294294),335,City of San Fernando (Capital),Pagdalagan,120.3830785,16.6294294
POINT (120.3847631 16.6194186),336,City of San Fernando (Capital),Pagdalagan,120.3847631,16.6194186
POINT (120.3846086 16.631678),337,City of San Fernando (Capital),Pagdalagan,120.3846086,16.631678
POINT (120.3841737 16.6321678),338,City of San Fernando (Capital),Pagdalagan,120.3841737,16.6321678
POINT (120.3845076 16.6186086),339,City of San Fernando (Capital),Pagdalagan,120.3845076,16.6186086
POINT (120.381 16.627068),340,City of San Fernando (Capital),Pagdalagan,120.381,16.627068
POINT (120.3819447 16.6251203),341,City of San Fernando (Capital),Pagdalagan,120.3819447,16.6251203
POINT (120.3010458 16.6072157),342,City of San Fernando (Capital),Sagayad,120.3010458,16.6072157
POINT (120.307182 16.610294),343,City of San Fernando (Capital),Sagayad,120.307182,16.610294
POINT (120.3058325 16.6067324),344,City of San Fernando (Capital),Sagayad,120.3058325,16.6067324
POINT (120.3053362 16.606774),345,City of San Fernando (Capital),Sagayad,120.3053362,16.606774
POINT (120.3069413 16.610045),346,City of San Fernando (Capital),Sagayad,120.3069413,16.610045
POINT (120.3060899 16.6054979),347,City of San Fernando (Capital),Sagayad,120.3060899,16.6054979
POINT (120.3030841 16.6061395),348,City of San Fernando (Capital),Sagayad,120.3030841,16.6061395
POINT (120.3053478 16.6094863),349,City of San Fernando (Capital),Sagayad,120.3053478,16.6094863
POINT (120.2988343 16.6069968),350,City of San Fernando (Capital),Sagayad,120.2988343,16.6069968
POINT (120.3055741 16.6097272),351,City of San Fernando (Capital),Sagayad,120.3055741,16.6097272
POINT (120.3033857 16.6070682),352,City of San Fernando (Capital),Sagayad,120.3033857,16.6070682
POINT (120.3076275 16.6104279),353,City of San Fernando (Capital),Sagayad,120.3076275,16.6104279
POINT (120.3030094 16.6068152),354,City of San Fernando (Capital),Sagayad,120.3030094,16.6068152
POINT (120.3048333 16.6059388),355,City of San Fernando (Capital),Sagayad,120.3048333,16.6059388
POINT (120.3084867 16.6108899),356,City of San Fernando (Capital),Sagayad,120.3084867,16.6108899
POINT (120.3047078 16.6063349),357,City of San Fernando (Capital),Sagayad,120.3047078,16.6063349
POINT (120.3049179 16.6092728),358,City of San Fernando (Capital),Sagayad,120.3049179,16.6092728
POINT (120.3670152 16.6394671),359,City of San Fernando (Capital),Pagdaraoan,120.3670152,16.6394671
POINT (120.367391 16.6393095),360,City of San Fernando (Capital),Pagdaraoan,120.367391,16.6393095
POINT (120.3728181 16.6348038),361,City of San Fernando (Capital),Pagdaraoan,120.3728181,16.6348038
POINT (120.3689351 16.6396652),362,City of San Fernando (Capital),Pagdaraoan,120.3689351,16.6396652
POINT (120.3706829 16.643606),363,City of San Fernando (Capital),Pagdaraoan,120.3706829,16.643606
POINT (120.3733929 16.6377859),364,City of San Fernando (Capital),Pagdaraoan,120.3733929,16.6377859
POINT (120.3714151 16.6401472),365,City of San Fernando (Capital),Pagdaraoan,120.3714151,16.6401472
POINT (120.3702064 16.6419733),366,City of San Fernando (Capital),Pagdaraoan,120.3702064,16.6419733
POINT (120.3724815 16.6364582),367,City of San Fernando (Capital),Pagdaraoan,120.3724815,16.6364582
POINT (120.3700718 16.6414692),368,City of San Fernando (Capital),Pagdaraoan,120.3700718,16.6414692
POINT (120.3715048 16.6396798),369,City of San Fernando (Capital),Pagdaraoan,120.3715048,16.6396798
POINT (120.3718334 16.639783),370,City of San Fernando (Capital),Pagdaraoan,120.3718334,16.639783
POINT (120.3668258 16.6391178),371,City of San Fernando (Capital),Pagdaraoan,120.3668258,16.6391178
POINT (120.3728649 16.6376228),372,City of San Fernando (Capital),Pagdaraoan,120.3728649,16.6376228
POINT (120.3725678 16.6357948),373,City of San Fernando (Capital),Pagdaraoan,120.3725678,16.6357948
POINT (120.369979 16.6409325),374,City of San Fernando (Capital),Pagdaraoan,120.369979,16.6409325
POINT (120.37013 16.6325093),375,City of San Fernando (Capital),San Vicente,120.37013,16.6325093
POINT (120.3701565 16.6290562),376,City of San Fernando (Capital),San Vicente,120.3701565,16.6290562
POINT (120.3690621 16.6267726),377,City of San Fernando (Capital),San Vicente,120.3690621,16.6267726
POINT (120.3700919 16.6280753),378,City of San Fernando (Capital),San Vicente,120.3700919,16.6280753
POINT (120.3697404 16.6324703),379,City of San Fernando (Capital),San Vicente,120.3697404,16.6324703
POINT (120.3618688 16.6233758),380,City of San Fernando (Capital),San Vicente,120.3618688,16.6233758
POINT (120.3717217 16.632665),381,City of San Fernando (Capital),San Vicente,120.3717217,16.632665
POINT (120.3694998 16.6322292),382,City of San Fernando (Capital),San Vicente,120.3694998,16.6322292
POINT (120.37102 16.6324898),383,City of San Fernando (Capital),San Vicente,120.37102,16.6324898
POINT (120.3687396 16.6330846),384,City of San Fernando (Capital),San Vicente,120.3687396,16.6330846
POINT (120.3692259 16.6329476),385,City of San Fernando (Capital),San Vicente,120.3692259,16.6329476
POINT (120.3702513 16.6310278),386,City of San Fernando (Capital),San Vicente,120.3702513,16.6310278
POINT (120.3602588 16.6285065),387,City of San Fernando (Capital),San Vicente,120.3602588,16.6285065
POINT (120.3714814 16.6303351),388,City of San Fernando (Capital),San Vicente,120.3714814,16.6303351
POINT (120.3697004 16.6268457),389,City of San Fernando (Capital),San Vicente,120.3697004,16.6268457
POINT (120.3292667 16.6135315),390,City of San Fernando (Capital),Ilocanos Sur,120.3292667,16.6135315
POINT (120.33584662 16.59662855),391,City of San Fernando (Capital),Ilocanos Sur,120.3358466,16.59662855
POINT (120.3294604 16.6148136),392,City of San Fernando (Capital),Ilocanos Sur,120.3294604,16.6148136
POINT (120.3304675 16.6086059),393,City of San Fernando (Capital),Ilocanos Sur,120.3304675,16.6086059
POINT (120.3312397 16.6141622),394,City of San Fernando (Capital),Ilocanos Sur,120.3312397,16.6141622
POINT (120.3264681 16.6107068),395,City of San Fernando (Capital),Ilocanos Sur,120.3264681,16.6107068
POINT (120.3299975 16.6099659),396,City of San Fernando (Capital),Ilocanos Sur,120.3299975,16.6099659
POINT (120.3279952 16.6157807),397,City of San Fernando (Capital),Ilocanos Sur,120.3279952,16.6157807
POINT (120.3298719 16.6113871),398,City of San Fernando (Capital),Ilocanos Sur,120.3298719,16.6113871
POINT (120.3310932 16.6043768),399,City of San Fernando (Capital),Ilocanos Sur,120.3310932,16.6043768
POINT (120.3297933 16.6106795),400,City of San Fernando (Capital),Ilocanos Sur,120.3297933,16.6106795
POINT (120.3313286 16.6050711),401,City of San Fernando (Capital),Ilocanos Sur,120.3313286,16.6050711
POINT (120.3307366 16.6092534),402,City of San Fernando (Capital),Ilocanos Sur,120.3307366,16.6092534
POINT (120.3306199 16.6158381),403,City of San Fernando (Capital),Ilocanos Sur,120.3306199,16.6158381
POINT (120.3258093 16.5778999),404,City of San Fernando (Capital),Carlatan,120.3258093,16.5778999
POINT (120.3193887 16.6073007),405,City of San Fernando (Capital),Carlatan,120.3193887,16.6073007
POINT (120.3200421 16.5995443),406,City of San Fernando (Capital),Carlatan,120.3200421,16.5995443
POINT (120.320616 16.5982453),407,City of San Fernando (Capital),Carlatan,120.320616,16.5982453
POINT (120.3217056 16.5899262),408,City of San Fernando (Capital),Carlatan,120.3217056,16.5899262
POINT (120.3231635 16.5848203),409,City of San Fernando (Capital),Carlatan,120.3231635,16.5848203
POINT (120.322795 16.5870526),410,City of San Fernando (Capital),Carlatan,120.322795,16.5870526
POINT (120.321576 16.592152),411,City of San Fernando (Capital),Carlatan,120.321576,16.592152
POINT (120.3210087 16.5943939),412,City of San Fernando (Capital),Carlatan,120.3210087,16.5943939
POINT (120.3191872 16.6048665),413,City of San Fernando (Capital),Carlatan,120.3191872,16.6048665
POINT (120.3201541 16.601439),414,City of San Fernando (Capital),Carlatan,120.3201541,16.601439
POINT (120.3204683 16.5958684),415,City of San Fernando (Capital),Carlatan,120.3204683,16.5958684
POINT (120.3199292 16.6026659),416,City of San Fernando (Capital),Carlatan,120.3199292,16.6026659
POINT (120.3453371 16.6088646),417,City of San Fernando (Capital),San Agustin,120.3453371,16.6088646
POINT (120.3456373 16.6096364),418,City of San Fernando (Capital),San Agustin,120.3456373,16.6096364
POINT (120.3418436 16.6123649),419,City of San Fernando (Capital),San Agustin,120.3418436,16.6123649
POINT (120.346282 16.6078916),420,City of San Fernando (Capital),San Agustin,120.346282,16.6078916
POINT (120.3471172 16.6038163),421,City of San Fernando (Capital),San Agustin,120.3471172,16.6038163
POINT (120.3485012 16.6017343),422,City of San Fernando (Capital),San Agustin,120.3485012,16.6017343
POINT (120.3462463 16.6082881),423,City of San Fernando (Capital),San Agustin,120.3462463,16.6082881
POINT (120.346517 16.6059223),424,City of San Fernando (Capital),San Agustin,120.346517,16.6059223
POINT (120.3442626 16.6109646),425,City of San Fernando (Capital),San Agustin,120.3442626,16.6109646
POINT (120.3470742 16.6026203),426,City of San Fernando (Capital),San Agustin,120.3470742,16.6026203
POINT (120.3472457 16.6020451),427,City of San Fernando (Capital),San Agustin,120.3472457,16.6020451
POINT (120.3465961 16.6072067),428,City of San Fernando (Capital),San Agustin,120.3465961,16.6072067
POINT (120.3533462 16.5944175),429,City of San Fernando (Capital),Pagudpud,120.3533462,16.5944175
POINT (120.3540635 16.5899709),430,City of San Fernando (Capital),Pagudpud,120.3540635,16.5899709
POINT (120.3505336 16.5845177),431,City of San Fernando (Capital),Pagudpud,120.3505336,16.5845177
POINT (120.3480722 16.5820362),432,City of San Fernando (Capital),Pagudpud,120.3480722,16.5820362
POINT (120.3536589 16.5916851),433,City of San Fernando (Capital),Pagudpud,120.3536589,16.5916851
POINT (120.35291359 16.58358501),434,City of San Fernando (Capital),Pagudpud,120.3529136,16.58358501
POINT (120.3466723 16.5805837),435,City of San Fernando (Capital),Pagudpud,120.3466723,16.5805837
POINT (120.3484686 16.5825624),436,City of San Fernando (Capital),Pagudpud,120.3484686,16.5825624
POINT (120.3458376 16.5810865),437,City of San Fernando (Capital),Pagudpud,120.3458376,16.5810865
POINT (120.3533901 16.5935253),438,City of San Fernando (Capital),Pagudpud,120.3533901,16.5935253
POINT (120.3510414 16.5850511),439,City of San Fernando (Capital),Pagudpud,120.3510414,16.5850511
POINT (120.3474623 16.5816336),440,City of San Fernando (Capital),Pagudpud,120.3474623,16.5816336
POINT (120.3843153 16.5790176),441,City of San Fernando (Capital),Santiago Sur,120.3843153,16.5790176
POINT (120.3849959 16.5723114),442,City of San Fernando (Capital),Santiago Sur,120.3849959,16.5723114
POINT (120.3844944 16.5784257),443,City of San Fernando (Capital),Santiago Sur,120.3844944,16.5784257
POINT (120.3835901 16.5828693),444,City of San Fernando (Capital),Santiago Sur,120.3835901,16.5828693
POINT (120.3845175 16.5801205),445,City of San Fernando (Capital),Santiago Sur,120.3845175,16.5801205
POINT (120.383709 16.5823058),446,City of San Fernando (Capital),Santiago Sur,120.383709,16.5823058
POINT (120.3833926 16.5754486),447,City of San Fernando (Capital),Santiago Sur,120.3833926,16.5754486
POINT (120.3843217 16.5761863),448,City of San Fernando (Capital),Santiago Sur,120.3843217,16.5761863
POINT (120.3837249 16.5847658),449,City of San Fernando (Capital),Santiago Sur,120.3837249,16.5847658
POINT (120.3808408 16.5748062),450,City of San Fernando (Capital),Santiago Sur,120.3808408,16.5748062
POINT (120.3846819 16.5776122),451,City of San Fernando (Capital),Santiago Sur,120.3846819,16.5776122
POINT (120.384973 16.5788322),452,City of San Fernando (Capital),Santiago Sur,120.384973,16.5788322
POINT (120.3957773 16.6216152),453,City of San Fernando (Capital),Dallangayan Oeste,120.3957773,16.6216152
POINT (120.4023945 16.6185897),454,City of San Fernando (Capital),Dallangayan Oeste,120.4023945,16.6185897
POINT (120.3967379 16.6189417),455,City of San Fernando (Capital),Dallangayan Oeste,120.3967379,16.6189417
POINT (120.3936994 16.6239708),456,City of San Fernando (Capital),Dallangayan Oeste,120.3936994,16.6239708
POINT (120.4033653 16.6194152),457,City of San Fernando (Capital),Dallangayan Oeste,120.4033653,16.6194152
POINT (120.4068103 16.6214183),458,City of San Fernando (Capital),Dallangayan Oeste,120.4068103,16.6214183
POINT (120.3944896 16.6232095),459,City of San Fernando (Capital),Dallangayan Oeste,120.3944896,16.6232095
POINT (120.4080055 16.6192991),460,City of San Fernando (Capital),Dallangayan Oeste,120.4080055,16.6192991
